timestamp,node_id,cpu_capacity,memory_capacity
2025-10-13T22:46:08,N010,11.058,50.892
2025-10-13T22:46:23,N010,10.173,46.553
2025-10-13T22:41:43,N006,9.026,70.157
2025-10-13T22:41:58,N006,6.697,75.849
2025-10-13T22:42:13,N006,7.650,102.760
2025-10-13T22:42:28,N006,7.805,115.350
2025-10-13T22:42:43,N006,8.512,132.876
2025-10-13T22:42:58,N006,8.344,145.150
2025-10-13T22:43:13,N006,8.644,154.162
2025-10-13T22:43:28,N006,11.342,173.220
2025-10-13T22:43:43,N006,10.245,177.446
2025-10-13T22:43:58,N006,10.967,182.783
2025-10-13T22:44:13,N006,9.703,216.072
2025-10-13T22:44:28,N006,8.052,197.550
2025-10-13T22:44:43,N006,5.477,174.691
2025-10-13T22:44:58,N006,4.664,130.909
2025-10-13T22:45:13,N006,3.113,133.044
2025-10-13T22:45:28,N006,2.781,122.958
2025-10-13T22:45:43,N006,3.186,137.127
2025-10-13T22:45:58,N006,3.075,118.253
2025-10-13T22:46:13,N006,2.776,92.566
2025-10-13T22:46:28,N006,3.162,108.251
2025-10-13T22:41:50,N003,9.086,57.050
2025-10-13T22:42:05,N003,9.083,55.784
2025-10-13T22:42:20,N003,7.864,65.181
2025-10-13T22:42:35,N003,8.269,66.125
2025-10-13T22:42:50,N003,7.316,83.918
2025-10-13T22:43:05,N003,8.212,93.325
2025-10-13T22:43:20,N003,6.757,105.534
2025-10-13T22:43:35,N003,9.270,105.563
2025-10-13T22:43:50,N003,10.385,92.610
2025-10-13T22:44:05,N003,10.281,69.800
2025-10-13T22:44:20,N003,11.417,72.595
2025-10-13T22:44:35,N003,11.656,76.091
2025-10-13T22:44:50,N003,11.752,58.314
2025-10-13T22:45:05,N003,10.292,52.877
2025-10-13T22:45:20,N003,9.982,50.304
2025-10-13T22:45:35,N003,11.160,61.062
2025-10-13T22:45:50,N003,11.349,63.447
2025-10-13T22:46:05,N003,9.753,64.078
2025-10-13T22:46:20,N003,10.899,71.932
2025-10-13T22:46:35,N003,11.335,75.964
2025-10-13T22:42:04,N003,24.498,91.295
2025-10-13T22:42:19,N003,22.659,94.449
2025-10-13T22:42:34,N003,21.164,112.424
2025-10-13T22:42:49,N003,17.775,115.221
2025-10-13T22:43:04,N003,15.905,119.891
2025-10-13T22:43:19,N003,13.874,97.271
2025-10-13T22:43:34,N003,7.992,94.698
2025-10-13T22:43:49,N003,7.812,89.563
2025-10-13T22:44:04,N003,7.380,82.680
2025-10-13T22:44:19,N003,7.169,68.948
2025-10-13T22:44:34,N003,6.324,56.130
2025-10-13T22:44:49,N003,6.331,50.148
2025-10-13T22:45:04,N003,6.826,49.491
2025-10-13T22:45:19,N003,8.223,52.369
2025-10-13T22:45:34,N003,10.032,53.095
2025-10-13T22:45:49,N003,8.618,57.268
2025-10-13T22:46:04,N003,8.404,70.276
2025-10-13T22:46:19,N003,10.556,80.338
2025-10-13T22:46:34,N003,11.176,84.079
2025-10-13T22:46:49,N003,12.504,93.446
2025-10-13T22:42:55,N004,26.881,38.131
2025-10-13T22:43:10,N004,24.354,34.698
2025-10-13T22:43:25,N004,22.063,32.120
2025-10-13T22:43:40,N004,22.079,31.656
2025-10-13T22:43:55,N004,22.927,34.235
2025-10-13T22:44:10,N004,19.391,30.385
2025-10-13T22:44:25,N004,22.955,28.605
2025-10-13T22:44:40,N004,26.216,30.571
2025-10-13T22:44:55,N004,25.816,30.853
2025-10-13T22:45:10,N004,22.762,31.638
2025-10-13T22:45:25,N004,26.001,30.006
2025-10-13T22:45:40,N004,28.620,31.148
2025-10-13T22:45:55,N004,29.392,34.693
2025-10-13T22:46:10,N004,38.791,39.164
2025-10-13T22:46:25,N004,46.679,41.158
2025-10-13T22:46:40,N004,43.688,46.064
2025-10-13T22:46:55,N004,45.674,45.332
2025-10-13T22:47:10,N004,42.323,42.712
2025-10-13T22:47:25,N004,44.513,43.401
2025-10-13T22:47:40,N004,36.190,41.857
2025-10-13T22:43:35,N008,8.902,82.972
2025-10-13T22:43:50,N008,8.099,92.200
2025-10-13T22:44:05,N008,7.185,98.350
2025-10-13T22:44:20,N008,7.290,90.732
2025-10-13T22:44:35,N008,9.384,86.448
2025-10-13T22:44:50,N008,10.699,90.311
2025-10-13T22:45:05,N008,10.612,98.643
2025-10-13T22:45:20,N008,12.733,109.479
2025-10-13T22:45:35,N008,12.482,84.713
2025-10-13T22:45:50,N008,11.878,86.944
2025-10-13T22:46:05,N008,9.897,71.258
2025-10-13T22:46:20,N008,9.711,70.190
2025-10-13T22:46:35,N008,9.808,60.316
2025-10-13T22:46:50,N008,8.801,48.725
2025-10-13T22:47:05,N008,6.337,51.006
2025-10-13T22:47:20,N008,5.565,47.488
2025-10-13T22:47:35,N008,5.611,54.045
2025-10-13T22:47:50,N008,5.524,46.129
2025-10-13T22:48:05,N008,4.130,49.991
2025-10-13T22:48:20,N008,5.089,58.327
2025-10-13T22:44:29,N005,12.789,20.768
2025-10-13T22:44:44,N005,12.419,18.714
2025-10-13T22:44:59,N005,14.652,18.372
2025-10-13T22:45:14,N005,14.095,17.470
2025-10-13T22:45:29,N005,12.948,19.924
2025-10-13T22:45:44,N005,15.546,21.318
2025-10-13T22:45:59,N005,20.170,23.653
2025-10-13T22:46:14,N005,22.917,26.493
2025-10-13T22:46:29,N005,30.292,28.702
2025-10-13T22:46:44,N005,34.657,29.614
2025-10-13T22:46:59,N005,36.270,33.064
2025-10-13T22:47:14,N005,38.805,34.930
2025-10-13T22:47:29,N005,31.538,31.277
2025-10-13T22:47:44,N005,30.926,31.557
2025-10-13T22:47:59,N005,25.885,32.702
2025-10-13T22:48:14,N005,26.862,32.113
2025-10-13T22:48:29,N005,22.822,32.858
2025-10-13T22:48:44,N005,22.718,30.514
2025-10-13T22:48:59,N005,20.122,21.979
2025-10-13T22:49:14,N005,21.257,21.051
2025-10-13T22:44:42,N007,16.320,38.817
2025-10-13T22:44:57,N007,13.575,40.514
2025-10-13T22:45:12,N007,9.534,44.362
2025-10-13T22:45:27,N007,8.048,51.179
2025-10-13T22:45:42,N007,8.439,54.519
2025-10-13T22:45:57,N007,8.424,54.453
2025-10-13T22:46:12,N007,8.349,59.820
2025-10-13T22:46:27,N007,8.168,58.843
2025-10-13T22:46:42,N007,8.336,68.146
2025-10-13T22:46:57,N007,9.068,71.795
2025-10-13T22:47:12,N007,9.094,68.023
2025-10-13T22:47:27,N007,10.644,82.046
2025-10-13T22:47:42,N007,10.809,77.615
2025-10-13T22:47:57,N007,10.847,78.168
2025-10-13T22:48:12,N007,11.649,80.472
2025-10-13T22:48:27,N007,10.527,66.758
2025-10-13T22:48:42,N007,9.511,56.897
2025-10-13T22:48:57,N007,7.489,50.974
2025-10-13T22:49:12,N007,8.186,48.818
2025-10-13T22:49:27,N007,9.137,41.714
2025-10-13T22:44:52,N003,6.873,30.688
2025-10-13T22:45:07,N003,6.231,27.888
2025-10-13T22:45:22,N003,6.829,27.166
2025-10-13T22:45:37,N003,6.546,30.801
2025-10-13T22:45:52,N003,7.798,32.800
2025-10-13T22:46:07,N003,7.127,33.332
2025-10-13T22:46:22,N003,7.279,29.108
2025-10-13T22:46:37,N003,7.174,33.383
2025-10-13T22:46:52,N003,6.631,36.777
2025-10-13T22:47:07,N003,5.915,39.145
2025-10-13T22:47:22,N003,6.769,46.694
2025-10-13T22:47:37,N003,7.406,44.787
2025-10-13T22:47:52,N003,6.477,52.700
2025-10-13T22:48:07,N003,6.842,48.612
2025-10-13T22:48:22,N003,7.516,42.657
2025-10-13T22:48:37,N003,8.027,42.291
2025-10-13T22:48:52,N003,8.207,48.272
2025-10-13T22:49:07,N003,7.021,34.449
2025-10-13T22:49:22,N003,7.601,37.175
2025-10-13T22:49:37,N003,7.694,35.015
2025-10-13T22:45:29,N007,22.300,72.534
2025-10-13T22:45:44,N007,24.895,68.394
2025-10-13T22:45:59,N007,19.572,69.993
2025-10-13T22:46:14,N007,22.674,70.942
2025-10-13T22:46:29,N007,21.087,72.660
2025-10-13T22:46:44,N007,21.858,70.120
2025-10-13T22:46:59,N007,21.052,73.832
2025-10-13T22:47:14,N007,19.682,81.501
2025-10-13T22:47:29,N007,18.384,93.143
2025-10-13T22:47:44,N007,15.572,117.041
2025-10-13T22:47:59,N007,14.564,125.438
2025-10-13T22:48:14,N007,11.491,126.521
2025-10-13T22:48:29,N007,9.308,145.851
2025-10-13T22:48:44,N007,8.455,143.380
2025-10-13T22:48:59,N007,10.220,167.601
2025-10-13T22:49:14,N007,9.509,174.906
2025-10-13T22:49:29,N007,10.421,169.885
2025-10-13T22:49:44,N007,11.230,162.426
2025-10-13T22:49:59,N007,6.163,163.314
2025-10-13T22:50:14,N007,6.516,153.440
2025-10-13T22:45:38,N001,29.812,44.840
2025-10-13T22:45:53,N001,35.232,40.372
2025-10-13T22:46:08,N001,28.959,34.645
2025-10-13T22:46:23,N001,31.652,24.084
2025-10-13T22:46:38,N001,30.456,23.068
2025-10-13T22:46:53,N001,27.479,19.837
2025-10-13T22:47:08,N001,27.217,18.812
2025-10-13T22:47:23,N001,25.658,18.992
2025-10-13T22:47:38,N001,18.581,21.024
2025-10-13T22:47:53,N001,18.781,22.327
2025-10-13T22:48:08,N001,17.020,24.099
2025-10-13T22:48:23,N001,16.327,21.670
2025-10-13T22:48:38,N001,15.573,25.166
2025-10-13T22:48:53,N001,14.661,29.548
2025-10-13T22:49:08,N001,14.532,33.893
2025-10-13T22:49:23,N001,15.079,37.863
2025-10-13T22:49:38,N001,16.830,35.900
2025-10-13T22:49:53,N001,11.273,26.266
2025-10-13T22:50:08,N001,12.628,25.223
2025-10-13T22:50:23,N001,11.682,25.905
2025-10-13T22:46:17,N002,23.191,59.552
2025-10-13T22:46:32,N002,30.803,67.023
2025-10-13T22:46:47,N002,35.464,72.138
2025-10-13T22:47:02,N002,32.957,73.726
2025-10-13T22:47:17,N002,33.009,76.466
2025-10-13T22:47:32,N002,30.344,83.709
2025-10-13T22:47:47,N002,26.610,110.909
2025-10-13T22:48:02,N002,21.634,135.278
2025-10-13T22:48:17,N002,19.642,144.576
2025-10-13T22:48:32,N002,18.990,140.838
2025-10-13T22:48:47,N002,19.763,142.086
2025-10-13T22:49:02,N002,17.635,151.342
2025-10-13T22:49:17,N002,14.746,137.050
2025-10-13T22:49:32,N002,11.734,119.234
2025-10-13T22:49:47,N002,12.441,105.771
2025-10-13T22:50:02,N002,13.603,96.256
2025-10-13T22:50:17,N002,14.292,95.898
2025-10-13T22:50:32,N002,14.787,95.839
2025-10-13T22:50:47,N002,18.103,100.906
2025-10-13T22:51:02,N002,19.049,90.551
2025-10-13T22:46:22,N004,8.134,35.021
2025-10-13T22:46:37,N004,6.821,37.951
2025-10-13T22:46:52,N004,6.148,35.597
2025-10-13T22:47:07,N004,5.122,34.332
2025-10-13T22:47:22,N004,4.740,37.278
2025-10-13T22:47:37,N004,4.417,36.456
2025-10-13T22:47:52,N004,6.268,30.222
2025-10-13T22:48:07,N004,8.016,33.089
2025-10-13T22:48:22,N004,7.305,32.354
2025-10-13T22:48:37,N004,8.438,34.635
2025-10-13T22:48:52,N004,9.409,34.478
2025-10-13T22:49:07,N004,8.811,33.894
2025-10-13T22:49:22,N004,9.437,28.523
2025-10-13T22:49:37,N004,9.627,25.461
2025-10-13T22:49:52,N004,9.459,23.324
2025-10-13T22:50:07,N004,9.864,22.392
2025-10-13T22:50:22,N004,9.806,25.017
2025-10-13T22:50:37,N004,11.027,32.081
2025-10-13T22:50:52,N004,11.337,42.884
2025-10-13T22:51:07,N004,11.125,39.342
2025-10-13T22:48:09,N010,15.696,31.889
2025-10-13T22:48:24,N010,15.695,27.556
2025-10-13T22:48:39,N010,16.993,25.896
2025-10-13T22:48:54,N010,15.861,22.343
2025-10-13T22:49:09,N010,15.959,24.283
2025-10-13T22:49:24,N010,16.839,26.807
2025-10-13T22:49:39,N010,16.372,31.897
2025-10-13T22:49:54,N010,19.639,33.096
2025-10-13T22:50:09,N010,18.467,37.422
2025-10-13T22:50:24,N010,19.150,38.066
2025-10-13T22:50:39,N010,25.001,35.496
2025-10-13T22:50:54,N010,25.787,40.729
2025-10-13T22:51:09,N010,27.714,43.539
2025-10-13T22:51:24,N010,26.388,48.247
2025-10-13T22:51:39,N010,30.261,46.069
2025-10-13T22:51:54,N010,26.256,46.060
2025-10-13T22:52:09,N010,25.675,46.138
2025-10-13T22:52:24,N010,25.097,51.030
2025-10-13T22:52:39,N010,22.599,49.967
2025-10-13T22:52:54,N010,21.744,42.359
2025-10-13T22:49:21,N010,9.475,29.344
2025-10-13T22:49:36,N010,8.165,28.042
2025-10-13T22:49:51,N010,7.423,24.877
2025-10-13T22:50:06,N010,6.750,22.215
2025-10-13T22:50:21,N010,7.662,17.785
2025-10-13T22:50:36,N010,7.454,18.614
2025-10-13T22:50:51,N010,7.126,18.300
2025-10-13T22:51:06,N010,7.319,20.191
2025-10-13T22:51:21,N010,7.967,21.768
2025-10-13T22:51:36,N010,8.248,25.164
2025-10-13T22:51:51,N010,9.028,28.090
2025-10-13T22:52:06,N010,8.173,28.069
2025-10-13T22:52:21,N010,9.548,26.832
2025-10-13T22:52:36,N010,10.550,25.352
2025-10-13T22:52:51,N010,11.350,25.979
2025-10-13T22:53:06,N010,11.888,27.207
2025-10-13T22:53:21,N010,12.500,26.122
2025-10-13T22:53:36,N010,9.854,24.196
2025-10-13T22:53:51,N010,7.117,22.747
2025-10-13T22:54:06,N010,6.927,23.656
2025-10-13T22:49:26,N010,31.813,71.210
2025-10-13T22:49:41,N010,33.283,79.553
2025-10-13T22:49:56,N010,32.660,97.120
2025-10-13T22:50:11,N010,29.471,97.384
2025-10-13T22:50:26,N010,30.267,88.020
2025-10-13T22:50:41,N010,28.770,72.888
2025-10-13T22:50:56,N010,29.483,62.405
2025-10-13T22:51:11,N010,30.632,68.494
2025-10-13T22:51:26,N010,27.716,51.873
2025-10-13T22:51:41,N010,23.732,34.534
2025-10-13T22:51:56,N010,29.952,23.905
2025-10-13T22:52:11,N010,33.609,22.106
2025-10-13T22:52:26,N010,31.064,23.436
2025-10-13T22:52:41,N010,36.282,21.599
2025-10-13T22:52:56,N010,25.416,20.575
2025-10-13T22:53:11,N010,31.749,20.317
2025-10-13T22:53:26,N010,27.885,16.259
2025-10-13T22:53:41,N010,33.680,16.741
2025-10-13T22:53:56,N010,35.058,17.138
2025-10-13T22:54:11,N010,33.945,17.477
2025-10-13T22:49:31,N001,11.239,85.040
2025-10-13T22:49:46,N001,7.156,91.313
2025-10-13T22:50:01,N001,6.314,104.562
2025-10-13T22:50:16,N001,6.776,91.233
2025-10-13T22:50:31,N001,6.366,85.624
2025-10-13T22:50:46,N001,7.069,82.634
2025-10-13T22:51:01,N001,6.171,92.608
2025-10-13T22:51:16,N001,5.619,114.118
2025-10-13T22:51:31,N001,5.587,115.947
2025-10-13T22:51:46,N001,5.220,125.615
2025-10-13T22:52:01,N001,6.235,141.467
2025-10-13T22:52:16,N001,7.630,142.422
2025-10-13T22:52:31,N001,8.764,150.206
2025-10-13T22:52:46,N001,8.176,144.489
2025-10-13T22:53:01,N001,9.131,148.459
2025-10-13T22:53:16,N001,9.701,139.640
2025-10-13T22:53:31,N001,8.623,124.263
2025-10-13T22:53:46,N001,7.018,119.005
2025-10-13T22:54:01,N001,8.064,111.136
2025-10-13T22:54:16,N001,6.697,109.933
2025-10-13T22:49:37,N010,30.071,55.670
2025-10-13T22:49:52,N010,28.172,53.419
2025-10-13T22:50:07,N010,26.118,51.769
2025-10-13T22:50:22,N010,24.937,49.227
2025-10-13T22:50:37,N010,25.351,53.840
2025-10-13T22:50:52,N010,27.505,58.435
2025-10-13T22:51:07,N010,24.868,72.398
2025-10-13T22:51:22,N010,25.340,85.503
2025-10-13T22:51:37,N010,27.792,79.774
2025-10-13T22:51:52,N010,22.244,83.248
2025-10-13T22:52:07,N010,27.311,88.308
2025-10-13T22:52:22,N010,28.762,80.931
2025-10-13T22:52:37,N010,31.693,90.841
2025-10-13T22:52:52,N010,38.346,89.525
2025-10-13T22:53:07,N010,34.978,82.717
2025-10-13T22:53:22,N010,39.409,75.119
2025-10-13T22:53:37,N010,36.086,85.038
2025-10-13T22:53:52,N010,42.335,81.122
2025-10-13T22:54:07,N010,32.863,75.806
2025-10-13T22:54:22,N010,31.724,68.207
2025-10-13T22:50:37,N008,12.542,61.340
2025-10-13T22:50:52,N008,13.182,50.165
2025-10-13T22:51:07,N008,12.052,51.598
2025-10-13T22:51:22,N008,11.862,54.202
2025-10-13T22:51:37,N008,13.037,59.162
2025-10-13T22:51:52,N008,16.255,48.927
2025-10-13T22:52:07,N008,13.799,56.461
2025-10-13T22:52:22,N008,14.505,59.542
2025-10-13T22:52:37,N008,14.078,82.318
2025-10-13T22:52:52,N008,16.132,99.855
2025-10-13T22:53:07,N008,11.781,110.248
2025-10-13T22:53:22,N008,10.568,127.081
2025-10-13T22:53:37,N008,8.909,131.649
2025-10-13T22:53:52,N008,8.637,140.032
2025-10-13T22:54:07,N008,8.222,163.311
2025-10-13T22:54:22,N008,7.920,157.029
2025-10-13T22:54:37,N008,6.866,160.992
2025-10-13T22:54:52,N008,8.458,161.144
2025-10-13T22:55:07,N008,7.164,157.166
2025-10-13T22:55:22,N008,7.681,141.415
2025-10-13T22:50:46,N004,22.129,55.331
2025-10-13T22:51:01,N004,19.407,54.861
2025-10-13T22:51:16,N004,15.973,61.500
2025-10-13T22:51:31,N004,18.558,76.692
2025-10-13T22:51:46,N004,20.562,98.178
2025-10-13T22:52:01,N004,20.748,98.376
2025-10-13T22:52:16,N004,21.457,103.684
2025-10-13T22:52:31,N004,18.782,114.156
2025-10-13T22:52:46,N004,19.519,141.589
2025-10-13T22:53:01,N004,19.197,158.295
2025-10-13T22:53:16,N004,20.246,162.945
2025-10-13T22:53:31,N004,25.082,157.635
2025-10-13T22:53:46,N004,27.344,168.363
2025-10-13T22:54:01,N004,31.708,158.351
2025-10-13T22:54:16,N004,29.941,159.587
2025-10-13T22:54:31,N004,25.554,146.127
2025-10-13T22:54:46,N004,25.727,137.415
2025-10-13T22:55:01,N004,24.807,140.484
2025-10-13T22:55:16,N004,26.213,121.601
2025-10-13T22:55:31,N004,21.574,104.887
2025-10-13T22:51:09,N010,27.314,75.974
