run,epoch,node,cpu_sketch,cpu_es,mem_avail_sketch,mem_avail_es
0,1,PLT-0,0.715338,0.734417,13.667228,13.663263
0,1,PLT-1,0.310677,0.432968,13.694590,13.695645
0,1,PLT-10,1.585659,1.579303,14.111653,14.107996
0,1,PLT-11,0.243412,0.398901,14.168212,14.167643
0,1,PLT-2,0.471894,0.569156,13.777005,13.773452
0,1,PLT-3,1.529591,1.481636,14.139904,14.129451
0,1,PLT-4,1.680347,1.681191,14.111653,14.116016
0,1,PLT-5,0.168807,0.169609,14.111653,14.102382
0,1,PLT-6,0.068495,0.068621,14.139904,14.128624
0,1,PLT-7,0.170163,0.171336,14.111653,14.120788
0,1,PLT-8,0.064506,0.064934,14.139904,14.146546
0,1,PLT-9,0.281675,0.413685,14.111653,14.106389
0,1,UGS-0,0.070581,0.071083,1.734987,1.735834
0,1,UGS-1,0.153662,0.153244,1.624175,1.623875
0,1,UGS-10,0.057097,0.057073,1.548056,1.547597
0,1,UGS-11,0.143848,0.143938,1.569882,1.569161
0,1,UGS-12,0.061483,0.061430,1.551156,1.550379
0,1,UGS-13,0.131994,0.132523,1.617692,1.617074
0,1,UGS-14,0.051664,0.051718,1.569882,1.570656
0,1,UGS-15,0.057671,0.057352,1.637221,1.636591
0,1,UGS-16,0.137931,0.137747,1.560490,1.561247
0,1,UGS-2,0.134391,0.135999,1.566745,1.566121
0,1,UGS-20,0.057902,0.058077,1.617692,1.617257
0,1,UGS-21,0.139876,0.141104,1.520441,1.518917
0,1,UGS-22,0.146168,0.145695,1.502304,1.500906
0,1,UGS-23,0.145003,0.144975,1.563615,1.562658
0,1,UGS-24,0.138207,0.139114,1.627427,1.627169
0,1,UGS-25,0.055078,0.055094,1.627427,1.628281
0,1,UGS-26,0.136559,0.137005,1.532653,1.532360
0,1,UGS-27,0.058018,0.058310,1.611234,1.611740
0,1,UGS-28,0.148823,0.148674,1.576174,1.576505
0,1,UGS-29,0.058601,0.058955,1.630685,1.630550
0,1,UGS-3,0.065284,0.065133,1.611234,1.610812
0,1,UGS-4,0.056303,0.056232,1.690459,1.689117
0,1,UGS-5,0.128606,0.128856,1.576174,1.574751
0,1,UGS-6,0.055410,0.055445,1.604802,1.604837
0,1,UGS-7,0.060749,0.061742,1.548056,1.547205
0,1,UGS-8,0.142132,0.142407,1.573024,1.572162
0,1,UGS-9,0.160253,0.159171,1.611234,1.612094
0,2,APC-0,1.345815,1.334946,13.639921,13.630150
0,2,APC-1,0.135742,0.137972,13.971239,13.964018
0,2,APC-2,0.203315,0.206009,13.832223,13.821650
0,2,APC-3,0.203315,0.204925,13.971239,13.963344
0,2,CHQ-1,1.860788,1.871156,17.725441,17.719582
0,2,PLT-0,0.718205,0.736226,13.667228,13.666020
0,2,PLT-1,0.308819,0.466346,13.694590,13.699207
0,2,PLT-10,1.585659,1.556497,14.111653,14.108301
0,2,PLT-11,0.243412,0.273853,14.168212,14.169824
0,2,PLT-2,0.471894,0.572832,13.777005,13.771574
0,2,PLT-3,1.532653,1.494799,14.139904,14.129673
0,2,PLT-4,1.680347,1.663981,14.111653,14.116664
0,2,PLT-5,0.168469,0.168939,14.111653,14.104813
0,2,PLT-6,0.068495,0.068488,14.139904,14.128765
0,2,PLT-7,0.170503,0.172047,14.111653,14.117152
0,2,PLT-8,0.064506,0.064833,14.139904,14.150636
0,2,PLT-9,0.280551,0.394136,14.111653,14.113153
0,2,UGS-0,0.070722,0.070578,1.734987,1.735288
0,2,UGS-1,0.153662,0.154737,1.624175,1.623839
0,2,UGS-10,0.057097,0.056892,1.548056,1.547193
0,2,UGS-11,0.143848,0.143934,1.569882,1.569206
0,2,UGS-12,0.061483,0.061191,1.551156,1.549943
0,2,UGS-13,0.131994,0.133319,1.617692,1.617691
0,2,UGS-14,0.051560,0.051759,1.569882,1.571058
0,2,UGS-15,0.057671,0.057264,1.637221,1.635853
0,2,UGS-16,0.137931,0.137741,1.560490,1.561176
0,2,UGS-2,0.134391,0.134359,1.566745,1.566493
0,2,UGS-20,0.057902,0.057918,1.617692,1.617432
0,2,UGS-21,0.139876,0.141097,1.520441,1.519228
0,2,UGS-22,0.146168,0.145558,1.502304,1.501185
0,2,UGS-23,0.145003,0.145221,1.563615,1.562177
0,2,UGS-24,0.138484,0.139131,1.627427,1.627041
0,2,UGS-25,0.055078,0.055182,1.627427,1.628723
0,2,UGS-26,0.136559,0.135755,1.532653,1.532090
0,2,UGS-27,0.058018,0.057608,1.611234,1.612337
0,2,UGS-28,0.148823,0.148306,1.576174,1.577469
0,2,UGS-29,0.058601,0.058843,1.630685,1.630115
0,2,UGS-3,0.065284,0.065386,1.611234,1.610789
0,2,UGS-4,0.056303,0.056394,1.687082,1.688413
0,2,UGS-5,0.128606,0.128465,1.573024,1.574176
0,2,UGS-6,0.055521,0.055264,1.604802,1.603822
0,2,UGS-7,0.060749,0.061821,1.548056,1.547561
0,2,UGS-8,0.142132,0.141676,1.573024,1.572460
0,2,UGS-9,0.159933,0.158770,1.611234,1.611856
0,3,APC-0,1.348510,1.345379,13.639921,13.627017
0,3,APC-1,0.135742,0.137790,13.971239,13.967546
0,3,APC-2,0.203315,0.205621,13.832223,13.823338
0,3,APC-3,0.202908,0.207201,13.971239,13.960143
0,3,CHQ-1,1.860788,1.867969,17.725441,17.715820
0,3,PLT-0,0.716770,0.770400,13.667228,13.658407
0,3,PLT-1,0.310057,0.522322,13.694590,13.698261
0,3,PLT-10,1.585659,1.579134,14.111653,14.104586
0,3,PLT-11,0.243412,0.402767,14.168212,14.166949
0,3,PLT-2,0.472839,0.509756,13.777005,13.775342
0,3,PLT-3,1.529591,1.479308,14.139904,14.128643
0,3,PLT-4,1.680347,1.658106,14.111653,14.117254
0,3,PLT-5,0.168469,0.169038,14.111653,14.106579
0,3,PLT-6,0.068495,0.068625,14.139904,14.132147
0,3,PLT-7,0.170503,0.171426,14.111653,14.116233
0,3,PLT-8,0.064506,0.064700,14.139904,14.147911
0,3,PLT-9,0.282239,0.439850,14.111653,14.111616
0,3,UGS-0,0.070581,0.070549,1.734987,1.735539
0,3,UGS-1,0.153662,0.153443,1.624175,1.623942
0,3,UGS-10,0.057097,0.057002,1.548056,1.547203
0,3,UGS-11,0.143848,0.143782,1.569882,1.569099
0,3,UGS-12,0.061483,0.061384,1.551156,1.550191
0,3,UGS-13,0.132258,0.132695,1.617692,1.617398
0,3,UGS-14,0.051560,0.051718,1.569882,1.570722
0,3,UGS-15,0.057786,0.057300,1.637221,1.635763
0,3,UGS-16,0.137931,0.138063,1.560490,1.560801
0,3,UGS-2,0.134660,0.136013,1.566745,1.566434
0,3,UGS-20,0.057902,0.058022,1.617692,1.617353
0,3,UGS-21,0.139876,0.140457,1.520441,1.519352
0,3,UGS-22,0.146460,0.145978,1.502304,1.500852
0,3,UGS-23,0.145003,0.145290,1.563615,1.562642
0,3,UGS-24,0.138484,0.138884,1.627427,1.627444
0,3,UGS-25,0.055188,0.055094,1.627427,1.628207
0,3,UGS-26,0.136286,0.136531,1.532653,1.532127
0,3,UGS-27,0.058018,0.058288,1.611234,1.612287
0,3,UGS-28,0.148823,0.148639,1.576174,1.576766
0,3,UGS-29,0.058601,0.058809,1.630685,1.629796
0,3,UGS-3,0.065284,0.065091,1.611234,1.611071
0,3,UGS-4,0.056303,0.056354,1.687082,1.688796
0,3,UGS-5,0.128349,0.128299,1.576174,1.574688
0,3,UGS-6,0.055521,0.055431,1.604802,1.604306
0,3,UGS-7,0.060749,0.061780,1.548056,1.546909
0,3,UGS-8,0.142132,0.142077,1.573024,1.572763
0,3,UGS-9,0.160253,0.159997,1.611234,1.612347
0,4,APC-0,1.348510,1.322184,13.639921,13.628849
0,4,APC-1,0.135742,0.137324,13.971239,13.970330
0,4,APC-2,0.203722,0.206183,13.832223,13.819464
0,4,APC-3,0.203722,0.207560,13.971239,13.960770
0,4,CHQ-1,1.860788,1.875128,17.725441,17.717072
0,4,PLT-0,0.715338,0.710188,13.667228,13.661291
0,4,PLT-1,0.309437,0.523070,13.694590,13.705603
0,4,PLT-10,1.585659,1.516012,14.111653,14.112285
0,4,PLT-11,0.242925,0.409342,14.168212,14.170738
0,4,PLT-2,0.472839,0.572566,13.777005,13.771825
0,4,PLT-3,1.529591,1.447625,14.139904,14.128552
0,4,PLT-4,1.683711,1.676829,14.111653,14.115700
0,4,PLT-5,0.168807,0.170113,14.111653,14.105698
0,4,PLT-6,0.068358,0.068751,14.139904,14.132580
0,4,PLT-7,0.170503,0.172199,14.111653,14.119923
0,4,PLT-8,0.064377,0.064837,14.139904,14.150702
0,4,PLT-9,0.279990,0.442173,14.111653,14.112326
0,4,UGS-0,0.070581,0.070701,1.734987,1.735458
0,4,UGS-1,0.153355,0.153756,1.624175,1.623998
0,4,UGS-10,0.057211,0.057073,1.548056,1.547586
0,4,UGS-11,0.143848,0.143311,1.569882,1.568824
0,4,UGS-12,0.061483,0.061109,1.551156,1.550217
0,4,UGS-13,0.132258,0.132896,1.617692,1.617179
0,4,UGS-14,0.051560,0.051795,1.569882,1.570575
0,4,UGS-15,0.057671,0.057329,1.637221,1.636652
0,4,UGS-16,0.137931,0.137610,1.560490,1.561222
0,4,UGS-2,0.134660,0.136249,1.566745,1.566415
0,4,UGS-20,0.057902,0.057930,1.617692,1.618005
0,4,UGS-21,0.139596,0.140708,1.517403,1.518807
0,4,UGS-22,0.146460,0.146516,1.499303,1.500527
0,4,UGS-23,0.145003,0.145665,1.563615,1.562698
0,4,UGS-24,0.138484,0.138677,1.627427,1.626794
0,4,UGS-25,0.055078,0.055081,1.627427,1.628470
0,4,UGS-26,0.136286,0.136932,1.532653,1.531895
0,4,UGS-27,0.058018,0.058631,1.611234,1.612056
0,4,UGS-28,0.149120,0.148521,1.576174,1.577102
0,4,UGS-29,0.058718,0.058937,1.630685,1.629681
0,4,UGS-3,0.065284,0.065271,1.611234,1.610706
0,4,UGS-4,0.056303,0.056558,1.690459,1.689268
0,4,UGS-5,0.128349,0.128537,1.573024,1.574601
0,4,UGS-6,0.055521,0.055536,1.604802,1.604558
0,4,UGS-7,0.060628,0.061057,1.548056,1.546731
0,4,UGS-8,0.142416,0.142681,1.573024,1.572219
0,4,UGS-9,0.160253,0.158790,1.611234,1.612914
0,5,APC-0,1.348510,1.325252,13.639921,13.630262
0,5,APC-1,0.135742,0.137669,13.971239,13.965012
0,5,APC-2,0.203315,0.205579,13.832223,13.823492
0,5,APC-3,0.203315,0.207280,13.971239,13.962764
0,5,CHQ-1,1.860788,1.879384,17.725441,17.714625
0,5,PLT-0,0.718205,0.756951,13.667228,13.662283
0,5,PLT-1,0.310677,0.428041,13.694590,13.696182
0,5,PLT-10,1.585659,1.539906,14.111653,14.111629
0,5,PLT-11,0.243412,0.294003,14.168212,14.172726
0,5,PLT-2,0.473786,0.554021,13.777005,13.771798
0,5,PLT-3,1.529591,1.519169,14.139904,14.129859
0,5,PLT-4,1.683711,1.654453,14.111653,14.115754
0,5,PLT-5,0.168469,0.169760,14.111653,14.105998
0,5,PLT-6,0.068495,0.068633,14.139904,14.133338
0,5,PLT-7,0.170503,0.171960,14.111653,14.118124
0,5,PLT-8,0.064377,0.064610,14.168212,14.155541
0,5,PLT-9,0.279990,0.429366,14.111653,14.112658
0,5,UGS-0,0.070581,0.070584,1.734987,1.735027
0,5,UGS-1,0.153355,0.152970,1.624175,1.624132
0,5,UGS-10,0.057097,0.056869,1.548056,1.547002
0,5,UGS-11,0.143848,0.144192,1.569882,1.569400
0,5,UGS-12,0.061483,0.061474,1.551156,1.550710
0,5,UGS-13,0.131994,0.132838,1.617692,1.617597
0,5,UGS-14,0.051664,0.051890,1.569882,1.570893
0,5,UGS-15,0.057786,0.057695,1.637221,1.636579
0,5,UGS-16,0.137931,0.138555,1.560490,1.561726
0,5,UGS-2,0.134391,0.136945,1.566745,1.566495
0,5,UGS-20,0.058018,0.058226,1.617692,1.617410
0,5,UGS-21,0.139876,0.140104,1.517403,1.519169
0,5,UGS-22,0.146168,0.145751,1.499303,1.500425
0,5,UGS-23,0.145293,0.145179,1.563615,1.562517
0,5,UGS-24,0.138484,0.139029,1.627427,1.626939
0,5,UGS-25,0.055188,0.055019,1.627427,1.628401
0,5,UGS-26,0.136286,0.136440,1.532653,1.532457
0,5,UGS-27,0.058018,0.057741,1.611234,1.612394
0,5,UGS-28,0.149120,0.149132,1.576174,1.577006
0,5,UGS-29,0.058718,0.059020,1.630685,1.629990
0,5,UGS-3,0.065284,0.064830,1.611234,1.610780
0,5,UGS-4,0.056191,0.056398,1.687082,1.688712
0,5,UGS-5,0.128606,0.128254,1.576174,1.574437
0,5,UGS-6,0.055521,0.055528,1.604802,1.604254
0,5,UGS-7,0.060749,0.061465,1.548056,1.546986
0,5,UGS-8,0.142416,0.142024,1.573024,1.572870
0,5,UGS-9,0.160253,0.158464,1.611234,1.612309
0,6,APC-0,1.348510,1.325856,13.639921,13.628325
0,6,APC-1,0.136014,0.137445,13.971239,13.964971
0,6,APC-2,0.203315,0.204732,13.832223,13.822012
0,6,APC-3,0.203315,0.206938,13.971239,13.957606
0,6,CHQ-1,1.860788,1.869699,17.725441,17.715661
0,6,PLT-0,0.715338,0.762395,13.667228,13.663460
0,6,PLT-1,0.310057,0.423209,13.694590,13.700028
0,6,PLT-10,1.585659,1.547948,14.111653,14.105573
0,6,PLT-11,0.242925,0.401430,14.168212,14.168883
0,6,PLT-2,0.471894,0.528312,13.777005,13.775105
0,6,PLT-3,1.529591,1.474196,14.139904,14.130422
0,6,PLT-4,1.680347,1.673640,14.111653,14.114263
0,6,PLT-5,0.168469,0.168917,14.111653,14.108378
0,6,PLT-6,0.068495,0.068553,14.139904,14.129523
0,6,PLT-7,0.170163,0.170722,14.111653,14.115448
0,6,PLT-8,0.064506,0.064572,14.139904,14.150781
0,6,PLT-9,0.281675,0.394924,14.111653,14.110622
0,6,UGS-0,0.070581,0.070723,1.734987,1.735545
0,6,UGS-1,0.153662,0.153559,1.624175,1.623712
0,6,UGS-10,0.057097,0.056884,1.548056,1.547585
0,6,UGS-11,0.143848,0.144023,1.569882,1.569225
0,6,UGS-12,0.061360,0.061416,1.551156,1.550710
0,6,UGS-13,0.131994,0.132756,1.617692,1.616984
0,6,UGS-14,0.051560,0.051716,1.569882,1.570799
0,6,UGS-15,0.057786,0.057289,1.637221,1.635997
0,6,UGS-16,0.137931,0.138111,1.560490,1.560793
0,6,UGS-2,0.134660,0.135619,1.566745,1.565933
0,6,UGS-20,0.058018,0.057996,1.617692,1.616862
0,6,UGS-21,0.139876,0.140264,1.520441,1.519168
0,6,UGS-22,0.146168,0.145937,1.502304,1.501086
0,6,UGS-23,0.145003,0.145330,1.560490,1.561954
0,6,UGS-24,0.138484,0.138968,1.627427,1.627288
0,6,UGS-25,0.055078,0.055068,1.627427,1.628770
0,6,UGS-26,0.136559,0.136030,1.532653,1.532198
0,6,UGS-27,0.058018,0.058291,1.611234,1.612122
0,6,UGS-28,0.148823,0.148822,1.576174,1.576950
0,6,UGS-29,0.058601,0.058901,1.630685,1.629928
0,6,UGS-3,0.065284,0.065254,1.611234,1.610499
0,6,UGS-4,0.056191,0.056357,1.687082,1.688554
0,6,UGS-5,0.128606,0.128380,1.573024,1.574606
0,6,UGS-6,0.055410,0.055417,1.604802,1.604169
0,6,UGS-7,0.060628,0.061651,1.548056,1.546929
0,6,UGS-8,0.141848,0.141983,1.573024,1.572017
0,6,UGS-9,0.160253,0.159601,1.611234,1.612314
0,7,APC-0,1.348510,1.343806,13.612669,13.626492
0,7,APC-1,0.136014,0.137909,13.971239,13.962293
0,7,APC-2,0.203315,0.205848,13.832223,13.824779
0,7,APC-3,0.203315,0.207467,13.971239,13.960291
0,7,CHQ-1,1.860788,1.867330,17.725441,17.719126
0,7,PLT-0,0.716770,0.756978,13.667228,13.657483
0,7,PLT-1,0.308819,0.428284,13.694590,13.699029
0,7,PLT-10,1.582491,1.522610,14.111653,14.112458
0,7,PLT-11,0.242925,0.336552,14.168212,14.171378
0,7,PLT-2,0.471894,0.515451,13.777005,13.775923
0,7,PLT-3,1.529591,1.494074,14.139904,14.128747
0,7,PLT-4,1.680347,1.662988,14.111653,14.114006
0,7,PLT-5,0.168807,0.169534,14.111653,14.104784
0,7,PLT-6,0.068495,0.068519,14.139904,14.135450
0,7,PLT-7,0.170503,0.171462,14.111653,14.119184
0,7,PLT-8,0.064377,0.064618,14.139904,14.149377
0,7,PLT-9,0.282804,0.438166,14.111653,14.109475
0,7,UGS-0,0.070581,0.070625,1.734987,1.735038
0,7,UGS-1,0.153662,0.153353,1.624175,1.623872
0,7,UGS-10,0.057097,0.056917,1.548056,1.547627
0,7,UGS-11,0.143848,0.143863,1.569882,1.568942
0,7,UGS-12,0.061483,0.061467,1.551156,1.550237
0,7,UGS-13,0.131994,0.132009,1.617692,1.617292
0,7,UGS-14,0.051560,0.051759,1.569882,1.571041
0,7,UGS-15,0.057786,0.057504,1.637221,1.636184
0,7,UGS-16,0.137931,0.138075,1.560490,1.561017
0,7,UGS-2,0.134660,0.135789,1.566745,1.566826
0,7,UGS-20,0.058018,0.058019,1.617692,1.616768
0,7,UGS-21,0.139876,0.140359,1.520441,1.519288
0,7,UGS-22,0.146460,0.145870,1.502304,1.501017
0,7,UGS-23,0.145293,0.145428,1.563615,1.562153
0,7,UGS-24,0.138484,0.139082,1.627427,1.626579
0,7,UGS-25,0.055078,0.055062,1.627427,1.628187
0,7,UGS-26,0.136559,0.136305,1.532653,1.532460
0,7,UGS-27,0.057902,0.058246,1.611234,1.612106
0,7,UGS-28,0.148823,0.148729,1.576174,1.576631
0,7,UGS-29,0.058718,0.058977,1.630685,1.629986
0,7,UGS-3,0.065284,0.065044,1.611234,1.610161
0,7,UGS-4,0.056191,0.056387,1.690459,1.688900
0,7,UGS-5,0.128606,0.128620,1.573024,1.574468
0,7,UGS-6,0.055521,0.055436,1.604802,1.604999
0,7,UGS-7,0.060749,0.061527,1.548056,1.547479
0,7,UGS-8,0.142132,0.141799,1.573024,1.572887
0,7,UGS-9,0.159933,0.159358,1.611234,1.612406
0,8,APC-0,1.348510,1.343598,13.639921,13.627456
0,8,APC-1,0.136286,0.137323,13.971239,13.967557
0,8,APC-2,0.203315,0.205937,13.832223,13.822666
0,8,APC-3,0.203315,0.207315,13.971239,13.959432
0,8,CHQ-1,1.864514,1.876727,17.725441,17.717744
0,8,PLT-0,0.716770,0.713150,13.667228,13.661589
0,8,PLT-1,0.310057,0.506888,13.694590,13.701398
0,8,PLT-10,1.585659,1.564439,14.111653,14.107436
0,8,PLT-11,0.243412,0.293657,14.168212,14.169443
0,8,PLT-2,0.470951,0.543669,13.777005,13.778259
0,8,PLT-3,1.526535,1.502458,14.139904,14.128003
0,8,PLT-4,1.680347,1.656789,14.111653,14.115014
0,8,PLT-5,0.168807,0.168930,14.111653,14.103925
0,8,PLT-6,0.068495,0.068475,14.139904,14.132810
0,8,PLT-7,0.170503,0.171780,14.111653,14.117536
0,8,PLT-8,0.064377,0.064631,14.139904,14.151878
0,8,PLT-9,0.281112,0.452166,14.111653,14.111730
0,8,UGS-0,0.070581,0.070543,1.734987,1.735583
0,8,UGS-1,0.153970,0.153575,1.624175,1.623834
0,8,UGS-10,0.057097,0.056991,1.548056,1.547849
0,8,UGS-11,0.143848,0.143854,1.569882,1.569809
0,8,UGS-12,0.061483,0.061328,1.551156,1.550278
0,8,UGS-13,0.131994,0.132455,1.617692,1.617245
0,8,UGS-14,0.051560,0.051614,1.569882,1.570969
0,8,UGS-15,0.057671,0.057488,1.637221,1.636808
0,8,UGS-16,0.137931,0.138364,1.560490,1.561315
0,8,UGS-2,0.134391,0.136060,1.566745,1.566119
0,8,UGS-20,0.058018,0.058118,1.617692,1.617477
0,8,UGS-21,0.140156,0.140292,1.517403,1.518580
0,8,UGS-22,0.146168,0.145931,1.502304,1.500777
0,8,UGS-23,0.145293,0.145233,1.563615,1.562744
0,8,UGS-24,0.138484,0.138919,1.627427,1.627178
0,8,UGS-25,0.055078,0.055192,1.627427,1.627721
0,8,UGS-26,0.136559,0.136621,1.532653,1.531959
0,8,UGS-27,0.057902,0.058064,1.611234,1.612350
0,8,UGS-28,0.149120,0.148683,1.576174,1.576911
0,8,UGS-29,0.058718,0.058786,1.630685,1.630023
0,8,UGS-3,0.065284,0.064973,1.611234,1.610876
0,8,UGS-4,0.056303,0.056362,1.687082,1.688554
0,8,UGS-5,0.128349,0.128285,1.573024,1.574033
0,8,UGS-6,0.055410,0.055489,1.604802,1.604235
0,8,UGS-7,0.060749,0.061567,1.548056,1.547247
0,8,UGS-8,0.141848,0.142071,1.573024,1.572413
0,8,UGS-9,0.160253,0.159297,1.611234,1.612344
0,9,APC-0,1.348510,1.343264,13.612669,13.626292
0,9,APC-1,0.136014,0.138062,13.971239,13.965823
0,9,APC-2,0.203722,0.204576,13.832223,13.822543
0,9,APC-3,0.203315,0.207620,13.971239,13.960948
0,9,CHQ-1,1.860788,1.863719,17.725441,17.715970
0,9,PLT-0,0.715338,0.719284,13.667228,13.658686
0,9,PLT-1,0.308819,0.408273,13.694590,13.700724
0,9,PLT-10,1.588834,1.544370,14.111653,14.103638
0,9,PLT-11,0.242925,0.419833,14.168212,14.170269
0,9,PLT-2,0.473786,0.540054,13.777005,13.773969
0,9,PLT-3,1.532653,1.478609,14.139904,14.132678
0,9,PLT-4,1.680347,1.627604,14.111653,14.113605
0,9,PLT-5,0.168807,0.169543,14.111653,14.105513
0,9,PLT-6,0.068358,0.068615,14.139904,14.128504
0,9,PLT-7,0.170503,0.171867,14.111653,14.117297
0,9,PLT-8,0.064377,0.064752,14.139904,14.148988
0,9,PLT-9,0.281675,0.417071,14.111653,14.110637
0,9,UGS-0,0.070722,0.070849,1.734987,1.735233
0,9,UGS-1,0.153355,0.153995,1.624175,1.624023
0,9,UGS-10,0.057097,0.057069,1.548056,1.547204
0,9,UGS-11,0.144136,0.143798,1.569882,1.569496
0,9,UGS-12,0.061483,0.061339,1.551156,1.550386
0,9,UGS-13,0.131994,0.132687,1.617692,1.617681
0,9,UGS-14,0.051664,0.051809,1.569882,1.570596
0,9,UGS-15,0.057671,0.057324,1.637221,1.636045
0,9,UGS-16,0.138207,0.138241,1.560490,1.560605
0,9,UGS-2,0.134660,0.135588,1.566745,1.566647
0,9,UGS-20,0.057902,0.057986,1.617692,1.616936
0,9,UGS-21,0.139876,0.140533,1.517403,1.518775
0,9,UGS-22,0.146168,0.146139,1.502304,1.501063
0,9,UGS-23,0.145293,0.145397,1.563615,1.562599
0,9,UGS-24,0.138484,0.138912,1.627427,1.626882
0,9,UGS-25,0.055078,0.054925,1.627427,1.628195
0,9,UGS-26,0.136559,0.136561,1.532653,1.532205
0,9,UGS-27,0.057902,0.058361,1.611234,1.611724
0,9,UGS-28,0.149120,0.148893,1.576174,1.577127
0,9,UGS-29,0.058718,0.058755,1.630685,1.629649
0,9,UGS-3,0.065284,0.065003,1.611234,1.610656
0,9,UGS-4,0.056303,0.056348,1.687082,1.688740
0,9,UGS-5,0.128349,0.128447,1.573024,1.574573
0,9,UGS-6,0.055410,0.055455,1.604802,1.604804
0,9,UGS-7,0.060628,0.061594,1.548056,1.546869
0,9,UGS-8,0.142132,0.142410,1.573024,1.572643
0,9,UGS-9,0.160253,0.159606,1.611234,1.612605
0,10,APC-0,1.348510,1.344762,13.639921,13.632125
0,10,APC-1,0.136014,0.136937,13.971239,13.965805
0,10,APC-2,0.203722,0.205377,13.832223,13.820287
0,10,APC-3,0.202908,0.210506,13.971239,13.963811
0,10,CHQ-1,1.860788,1.867834,17.725441,17.712444
0,10,PLT-0,0.716770,0.735575,13.667228,13.661067
0,10,PLT-1,0.308819,0.466603,13.694590,13.698517
0,10,PLT-10,1.585659,1.582685,14.111653,14.111380
0,10,PLT-11,0.242440,0.350820,14.168212,14.171333
0,10,PLT-2,0.472839,0.525919,13.777005,13.770050
0,10,PLT-3,1.532653,1.475113,14.139904,14.131634
0,10,PLT-4,1.683711,1.619576,14.111653,14.120178
0,10,PLT-5,0.168807,0.169854,14.111653,14.102790
0,10,PLT-6,0.068358,0.068565,14.139904,14.127920
0,10,PLT-7,0.170503,0.172059,14.111653,14.117753
0,10,PLT-8,0.064377,0.064701,14.139904,14.146584
0,10,PLT-9,0.281675,0.368318,14.111653,14.109422
0,10,UGS-0,0.070581,0.070502,1.734987,1.735662
0,10,UGS-1,0.153662,0.153113,1.624175,1.624124
0,10,UGS-10,0.057097,0.056958,1.548056,1.547772
0,10,UGS-11,0.143848,0.143704,1.569882,1.569711
0,10,UGS-12,0.061483,0.061314,1.551156,1.550481
0,10,UGS-13,0.132258,0.133049,1.617692,1.617891
0,10,UGS-14,0.051560,0.051846,1.569882,1.571016
0,10,UGS-15,0.057786,0.057588,1.637221,1.635948
