run,epoch,node,cpu_sketch,cpu_es,mem_avail_sketch,mem_avail_es
0,1,UGS-4,0.056381,0.056104,1.688867,1.688954
0,1,UGS-5,0.128601,0.128691,1.574810,1.574794
0,1,UGS-6,0.055382,0.055444,1.604573,1.604904
0,1,UGS-7,0.060823,0.061339,1.547070,1.547102
0,1,UGS-8,0.141833,0.141821,1.572220,1.572340
0,1,UGS-9,0.159434,0.159264,1.612267,1.611810
0,2,APC-0,1.351908,1.329619,13.628016,13.629072
0,2,APC-1,0.135891,0.138412,13.961872,13.963719
0,2,APC-2,0.203352,0.204939,13.822704,13.821453
0,2,APC-3,0.204044,0.207752,13.965893,13.964908
0,2,CHQ-1,1.852141,1.874446,17.717577,17.716955
0,2,PLT-0,0.729085,0.721393,13.658998,13.662632
0,2,PLT-1,0.303882,0.501841,13.702181,13.702365
0,2,PLT-10,1.584573,1.559212,14.109486,14.112348
0,2,PLT-11,0.237815,0.410863,14.170429,14.171269
0,2,PLT-2,0.485904,0.561733,13.769608,13.772961
0,2,PLT-3,1.527238,1.478097,14.124977,14.127437
0,2,PLT-4,1.682885,1.653023,14.114162,14.118168
0,2,PLT-5,0.167929,0.168060,14.104701,14.104367
0,2,PLT-6,0.068453,0.068745,14.125585,14.128415
0,2,PLT-7,0.171557,0.171240,14.117964,14.116295
0,2,PLT-8,0.064385,0.064902,14.153666,14.153903
0,2,PLT-9,0.286451,0.440056,14.113128,14.113323
0,2,UGS-0,0.070703,0.071538,1.735748,1.734906
0,2,UGS-1,0.154725,0.153877,1.623940,1.623885
0,2,UGS-10,0.057188,0.057072,1.547154,1.547320
0,2,UGS-11,0.144557,0.143973,1.569475,1.569329
0,2,UGS-12,0.061327,0.061267,1.550276,1.550282
0,2,UGS-13,0.132394,0.132852,1.617854,1.617813
0,2,UGS-14,0.051666,0.051901,1.571093,1.570974
0,2,UGS-15,0.057426,0.057491,1.635852,1.635956
0,2,UGS-16,0.137917,0.138105,1.561043,1.561216
0,2,UGS-2,0.134615,0.136506,1.566192,1.566453
0,2,UGS-20,0.057998,0.058166,1.616997,1.617250
0,2,UGS-21,0.139028,0.140761,1.519286,1.519246
0,2,UGS-22,0.146804,0.146512,1.500925,1.501193
0,2,UGS-23,0.146059,0.145271,1.562332,1.562134
0,2,UGS-24,0.139057,0.139229,1.627096,1.627170
0,2,UGS-25,0.055278,0.055608,1.628469,1.628517
0,2,UGS-26,0.136742,0.136296,1.531650,1.532228
0,2,UGS-27,0.057979,0.058363,1.611533,1.612171
0,2,UGS-28,0.148907,0.148295,1.577484,1.577607
0,2,UGS-29,0.058232,0.058704,1.630071,1.630259
0,2,UGS-3,0.065112,0.065233,1.611111,1.610697
0,2,UGS-4,0.056270,0.056431,1.688044,1.688202
0,2,UGS-5,0.127591,0.128307,1.574259,1.574241
0,2,UGS-6,0.055500,0.055446,1.604426,1.604043
0,2,UGS-7,0.060986,0.061761,1.547486,1.547069
0,2,UGS-8,0.141971,0.142178,1.572539,1.572489
0,2,UGS-9,0.159721,0.159788,1.612467,1.612091
0,3,APC-0,1.351877,1.344765,13.625655,13.627189
0,3,APC-1,0.135113,0.136783,13.961756,13.967901
0,3,APC-2,0.203329,0.204397,13.819921,13.822899
0,3,APC-3,0.203201,0.207366,13.959852,13.960132
0,3,CHQ-1,1.849324,1.876250,17.720963,17.715488
0,3,PLT-0,0.729552,0.717812,13.662752,13.658316
0,3,PLT-1,0.305768,0.502089,13.695928,13.698221
0,3,PLT-10,1.584370,1.581205,14.106964,14.104713
0,3,PLT-11,0.242786,0.404498,14.168069,14.166946
0,3,PLT-2,0.463440,0.557694,13.774961,13.775054
0,3,PLT-3,1.535784,1.507109,14.129979,14.128569
0,3,PLT-4,1.676821,1.667520,14.114798,14.116958
0,3,PLT-5,0.168613,0.169074,14.107755,14.106600
0,3,PLT-6,0.068538,0.068600,14.130645,14.132241
0,3,PLT-7,0.171000,0.171437,14.116977,14.116237
0,3,PLT-8,0.064445,0.064680,14.150674,14.147817
0,3,PLT-9,0.278477,0.450254,14.112974,14.111635
0,3,UGS-0,0.070104,0.070566,1.735268,1.735552
0,3,UGS-1,0.154012,0.153453,1.624634,1.623979
0,3,UGS-10,0.057194,0.056924,1.547192,1.547192
0,3,UGS-11,0.143262,0.143954,1.569476,1.569087
0,3,UGS-12,0.061599,0.061409,1.550065,1.550172
0,3,UGS-13,0.131952,0.132571,1.617378,1.617417
0,3,UGS-14,0.051463,0.051767,1.570724,1.570713
0,3,UGS-15,0.057571,0.057353,1.635459,1.635801
0,3,UGS-16,0.138037,0.138368,1.560890,1.560797
0,3,UGS-2,0.134702,0.136008,1.565615,1.566408
0,3,UGS-20,0.057932,0.058012,1.617492,1.617346
0,3,UGS-21,0.139633,0.140599,1.519229,1.519339
0,3,UGS-22,0.146306,0.146081,1.500811,1.500868
0,3,UGS-23,0.145536,0.145178,1.562462,1.562640
0,3,UGS-24,0.137997,0.138942,1.627552,1.627452
0,3,UGS-25,0.055235,0.055066,1.629088,1.628200
0,3,UGS-26,0.136962,0.136562,1.532024,1.532134
0,3,UGS-27,0.058216,0.058306,1.612632,1.612309
0,3,UGS-28,0.149259,0.148808,1.576402,1.576775
0,3,UGS-29,0.058475,0.058711,1.629112,1.629795
0,3,UGS-3,0.065010,0.065015,1.610977,1.611073
0,3,UGS-4,0.056256,0.056378,1.689493,1.688810
0,3,UGS-5,0.128900,0.128349,1.574533,1.574627
0,3,UGS-6,0.055486,0.055430,1.604230,1.604294
0,3,UGS-7,0.061189,0.061673,1.547011,1.546918
0,3,UGS-8,0.142475,0.141892,1.572768,1.572773
0,3,UGS-9,0.160468,0.159694,1.611924,1.612350
0,4,APC-0,1.355540,1.340619,13.635124,13.627685
0,4,APC-1,0.136521,0.137198,13.968029,13.968896
0,4,APC-2,0.203256,0.206475,13.818380,13.822004
0,4,APC-3,0.204112,0.211089,13.955782,13.958435
0,4,CHQ-1,1.856028,1.879419,17.716381,17.716723
0,4,PLT-0,0.752332,0.749831,13.661656,13.659981
0,4,PLT-1,0.320442,0.432374,13.701731,13.703552
0,4,PLT-10,1.583544,1.562869,14.110277,14.110760
0,4,PLT-11,0.242955,0.376483,14.169064,14.171888
0,4,PLT-2,0.473796,0.581884,13.776299,13.774985
0,4,PLT-3,1.528024,1.497614,14.130582,14.131364
0,4,PLT-4,1.683388,1.624233,14.119226,14.114666
0,4,PLT-5,0.168921,0.169086,14.102629,14.101639
0,4,PLT-6,0.068227,0.068637,14.132551,14.133340
0,4,PLT-7,0.170771,0.171221,14.121059,14.119142
0,4,PLT-8,0.063858,0.065006,14.154408,14.149471
0,4,PLT-9,0.290320,0.422299,14.109273,14.111578
0,4,UGS-0,0.070684,0.070880,1.735480,1.735261
0,4,UGS-1,0.154666,0.154659,1.624105,1.623999
0,4,UGS-10,0.057185,0.056954,1.547313,1.547627
0,4,UGS-11,0.144125,0.143721,1.568539,1.569204
0,4,UGS-12,0.061607,0.061337,1.549975,1.550382
0,4,UGS-13,0.132181,0.132476,1.617364,1.617464
0,4,UGS-14,0.051722,0.051661,1.570618,1.570878
0,4,UGS-15,0.057553,0.057462,1.636475,1.636009
0,4,UGS-16,0.137204,0.138180,1.561172,1.561256
0,4,UGS-2,0.134632,0.136659,1.566103,1.566303
0,4,UGS-20,0.057931,0.057958,1.618422,1.617534
0,4,UGS-21,0.139291,0.140226,1.518883,1.519182
0,4,UGS-22,0.146088,0.146481,1.500671,1.500577
0,4,UGS-23,0.145584,0.145085,1.563023,1.562746
0,4,UGS-24,0.138140,0.139123,1.627064,1.626864
0,4,UGS-25,0.054807,0.055046,1.628317,1.628776
0,4,UGS-26,0.136859,0.136746,1.532035,1.532106
0,4,UGS-27,0.057883,0.058504,1.611486,1.612237
0,4,UGS-28,0.148790,0.149111,1.576769,1.576999
0,4,UGS-29,0.058488,0.058901,1.630076,1.630018
0,4,UGS-3,0.065960,0.064921,1.610952,1.611113
0,4,UGS-4,0.056202,0.056255,1.688518,1.689132
0,4,UGS-5,0.128138,0.127984,1.574644,1.574438
0,4,UGS-6,0.055467,0.055460,1.604628,1.604028
0,4,UGS-7,0.060800,0.061802,1.546688,1.546911
0,4,UGS-8,0.142254,0.141826,1.572556,1.572523
0,4,UGS-9,0.160064,0.159500,1.612184,1.612481
0,5,APC-0,1.341330,1.315342,13.632613,13.630002
0,5,APC-1,0.135958,0.137575,13.962912,13.965449
0,5,APC-2,0.204761,0.206461,13.822729,13.825331
0,5,APC-3,0.203798,0.208873,13.966582,13.962833
0,5,CHQ-1,1.867996,1.891146,17.713911,17.716090
0,5,PLT-0,0.728221,0.748007,13.662663,13.660587
0,5,PLT-1,0.309022,0.494406,13.695186,13.696164
0,5,PLT-10,1.584981,1.512076,14.112352,14.112585
0,5,PLT-11,0.244595,0.395334,14.177031,14.175567
0,5,PLT-2,0.497356,0.565072,13.773194,13.772809
0,5,PLT-3,1.536009,1.463332,14.131838,14.131434
0,5,PLT-4,1.682053,1.622714,14.118504,14.115332
0,5,PLT-5,0.168324,0.168988,14.103662,14.105523
0,5,PLT-6,0.068436,0.068527,14.135869,14.135301
0,5,PLT-7,0.170507,0.171942,14.121026,14.117557
0,5,PLT-8,0.064151,0.064705,14.156898,14.156348
0,5,PLT-9,0.275082,0.458731,14.110996,14.111803
0,5,UGS-0,0.070150,0.070441,1.735125,1.735047
0,5,UGS-1,0.153354,0.152810,1.624050,1.624169
0,5,UGS-10,0.057053,0.057237,1.547390,1.547198
0,5,UGS-11,0.143322,0.143957,1.569796,1.569762
0,5,UGS-12,0.061669,0.061172,1.550848,1.550747
0,5,UGS-13,0.132098,0.132676,1.618409,1.617556
0,5,UGS-14,0.051738,0.051802,1.571205,1.571209
0,5,UGS-15,0.057547,0.057319,1.637156,1.636933
0,5,UGS-16,0.138405,0.138908,1.562133,1.561781
0,5,UGS-2,0.135296,0.136635,1.566392,1.566220
0,5,UGS-20,0.058103,0.058057,1.617109,1.617433
0,5,UGS-21,0.139091,0.140398,1.518977,1.518957
0,5,UGS-22,0.146618,0.145821,1.500429,1.500403
0,5,UGS-23,0.144893,0.145184,1.562509,1.562371
0,5,UGS-24,0.137734,0.138563,1.626873,1.626832
0,5,UGS-25,0.055131,0.055025,1.628973,1.628479
0,5,UGS-26,0.135727,0.136554,1.532617,1.532504
0,5,UGS-27,0.057541,0.058574,1.612069,1.612226
0,5,UGS-28,0.149274,0.148978,1.577099,1.577054
0,5,UGS-29,0.058624,0.059078,1.630144,1.630065
0,5,UGS-3,0.065216,0.065026,1.611459,1.610868
0,5,UGS-4,0.056099,0.056328,1.688541,1.688474
0,5,UGS-5,0.128556,0.127825,1.574685,1.574784
0,5,UGS-6,0.055540,0.055452,1.604433,1.604529
0,5,UGS-7,0.060448,0.061817,1.546858,1.546723
0,5,UGS-8,0.141635,0.142081,1.572670,1.572838
0,5,UGS-9,0.161112,0.159017,1.612413,1.612248
0,6,APC-0,1.354585,1.325856,13.626344,13.628325
0,6,APC-1,0.135787,0.137445,13.966811,13.964971
0,6,APC-2,0.204029,0.204732,13.823415,13.822012
0,6,APC-3,0.203738,0.206938,13.957932,13.957606
0,6,CHQ-1,1.859826,1.869699,17.720291,17.715661
0,6,PLT-0,0.712100,0.762395,13.662678,13.663460
0,6,PLT-1,0.303704,0.423209,13.699325,13.700028
0,6,PLT-10,1.587077,1.547948,14.109800,14.105573
0,6,PLT-11,0.243852,0.401430,14.166125,14.168883
0,6,PLT-2,0.469509,0.528312,13.769026,13.775105
0,6,PLT-3,1.532067,1.474196,14.133677,14.130422
0,6,PLT-4,1.674200,1.673640,14.114704,14.114263
0,6,PLT-5,0.169475,0.168917,14.108569,14.108378
0,6,PLT-6,0.068734,0.068553,14.129516,14.129523
0,6,PLT-7,0.170286,0.170722,14.116853,14.115448
0,6,PLT-8,0.064835,0.064572,14.145378,14.150781
0,6,PLT-9,0.305851,0.394924,14.108044,14.110622
0,6,UGS-0,0.070530,0.070723,1.735789,1.735545
0,6,UGS-1,0.152592,0.153559,1.623630,1.623712
0,6,UGS-10,0.056993,0.056884,1.548043,1.547585
0,6,UGS-11,0.143718,0.144023,1.569412,1.569225
0,6,UGS-12,0.061334,0.061416,1.551135,1.550710
0,6,UGS-13,0.132006,0.132756,1.616763,1.616984
0,6,UGS-14,0.051597,0.051716,1.570701,1.570799
0,6,UGS-15,0.057155,0.057289,1.635882,1.635997
0,6,UGS-16,0.137865,0.138111,1.560388,1.560793
0,6,UGS-2,0.134192,0.135619,1.565701,1.565933
0,6,UGS-20,0.057789,0.057996,1.617194,1.616862
0,6,UGS-21,0.139427,0.140264,1.519376,1.519168
0,6,UGS-22,0.145735,0.145937,1.500889,1.501086
0,6,UGS-23,0.145263,0.145330,1.561469,1.561954
0,6,UGS-24,0.138417,0.138968,1.627484,1.627288
0,6,UGS-25,0.055175,0.055068,1.628690,1.628770
0,6,UGS-26,0.135768,0.136030,1.532404,1.532198
0,6,UGS-27,0.058144,0.058291,1.611546,1.612122
0,6,UGS-28,0.149513,0.148822,1.576706,1.576950
0,6,UGS-29,0.058467,0.058901,1.630105,1.629928
0,6,UGS-3,0.065239,0.065254,1.610773,1.610499
0,6,UGS-4,0.056378,0.056357,1.689078,1.688554
0,6,UGS-5,0.128265,0.128380,1.574858,1.574606
0,6,UGS-6,0.055519,0.055417,1.604009,1.604169
0,6,UGS-7,0.060745,0.061651,1.546834,1.546929
0,6,UGS-8,0.142486,0.141983,1.572233,1.572017
0,6,UGS-9,0.160225,0.159601,1.612334,1.612314
0,7,APC-0,1.347609,1.342854,13.627191,13.626564
0,7,APC-1,0.136402,0.137874,13.961822,13.962546
0,7,APC-2,0.203196,0.204480,13.821558,13.825031
0,7,APC-3,0.204285,0.207614,13.957959,13.960150
0,7,CHQ-1,1.864180,1.866360,17.722872,17.719351
0,7,PLT-0,0.727747,0.764719,13.661752,13.657506
0,7,PLT-1,0.305308,0.441277,13.702310,13.699099
0,7,PLT-10,1.583896,1.560168,14.115581,14.112373
0,7,PLT-11,0.243067,0.407783,14.167194,14.171397
0,7,PLT-2,0.478433,0.563465,13.774619,13.775986
0,7,PLT-3,1.526952,1.495577,14.125672,14.129146
0,7,PLT-4,1.685762,1.672560,14.113108,14.114125
0,7,PLT-5,0.168716,0.169176,14.101455,14.104333
0,7,PLT-6,0.068500,0.068597,14.132317,14.135614
0,7,PLT-7,0.171679,0.171871,14.120704,14.119276
0,7,PLT-8,0.064653,0.064533,14.150754,14.149301
0,7,PLT-9,0.275231,0.481666,14.107433,14.109420
0,7,UGS-0,0.071098,0.070683,1.735408,1.735051
0,7,UGS-1,0.153759,0.153951,1.623569,1.623897
0,7,UGS-10,0.056820,0.056887,1.547998,1.547615
0,7,UGS-11,0.143392,0.143607,1.568663,1.568948
0,7,UGS-12,0.061570,0.061356,1.550350,1.550243
0,7,UGS-13,0.132132,0.132075,1.617076,1.617297
0,7,UGS-14,0.051870,0.051741,1.571472,1.571058
0,7,UGS-15,0.057659,0.057479,1.635373,1.636187
0,7,UGS-16,0.137806,0.138440,1.561171,1.561025
0,7,UGS-2,0.133976,0.136024,1.566811,1.566815
0,7,UGS-20,0.057925,0.058036,1.617601,1.616792
0,7,UGS-21,0.139555,0.140375,1.519205,1.519276
0,7,UGS-22,0.146455,0.145969,1.500819,1.501040
0,7,UGS-23,0.144986,0.145380,1.562322,1.562113
0,7,UGS-24,0.138719,0.138818,1.626964,1.626577
0,7,UGS-25,0.054904,0.055060,1.628454,1.628208
0,7,UGS-26,0.136525,0.136339,1.532428,1.532444
0,7,UGS-27,0.057904,0.058249,1.612343,1.612131
0,7,UGS-28,0.149396,0.149035,1.576255,1.576636
0,7,UGS-29,0.058323,0.058796,1.629850,1.629962
0,7,UGS-3,0.065426,0.065186,1.610292,1.610129
0,7,UGS-4,0.056142,0.056353,1.688542,1.688903
0,7,UGS-5,0.128934,0.128252,1.574397,1.574468
0,7,UGS-6,0.055379,0.055511,1.605512,1.605029
0,7,UGS-7,0.060509,0.061488,1.547185,1.547450
0,7,UGS-8,0.142921,0.142112,1.572619,1.572875
0,7,UGS-9,0.159810,0.159737,1.612434,1.612390
0,8,APC-0,1.348572,1.343991,13.628023,13.627369
0,8,APC-1,0.135916,0.137154,13.971148,13.967459
0,8,APC-2,0.202450,0.204405,13.818245,13.822490
0,8,APC-3,0.202920,0.208674,13.957884,13.958938
0,8,CHQ-1,1.869139,1.875849,17.716356,17.717777
0,8,PLT-0,0.683447,0.759744,13.663157,13.661527
0,8,PLT-1,0.318005,0.464287,13.702750,13.701816
0,8,PLT-10,1.579677,1.571662,14.107471,14.107845
0,8,PLT-11,0.246755,0.336503,14.168389,14.169217
0,8,PLT-2,0.469783,0.509567,13.783978,13.777901
0,8,PLT-3,1.535528,1.485033,14.130041,14.127854
0,8,PLT-4,1.679392,1.667328,14.115544,14.115118
0,8,PLT-5,0.168786,0.169790,14.103696,14.103471
0,8,PLT-6,0.068591,0.068544,14.131176,14.132966
0,8,PLT-7,0.170769,0.171622,14.116899,14.117308
0,8,PLT-8,0.064588,0.064681,14.148077,14.151866
0,8,PLT-9,0.277274,0.439737,14.115582,14.112007
0,8,UGS-0,0.070693,0.070638,1.735369,1.735556
0,8,UGS-1,0.154578,0.153861,1.623806,1.623852
0,8,UGS-10,0.057459,0.056958,1.547611,1.547844
0,8,UGS-11,0.144225,0.143928,1.569949,1.569811
0,8,UGS-12,0.061477,0.061502,1.550535,1.550260
0,8,UGS-13,0.131958,0.132738,1.617378,1.617225
0,8,UGS-14,0.051525,0.051705,1.571106,1.570882
0,8,UGS-15,0.057560,0.057359,1.636898,1.636739
0,8,UGS-16,0.138031,0.138014,1.561305,1.561316
0,8,UGS-2,0.133407,0.136494,1.566091,1.566100
0,8,UGS-20,0.057960,0.058066,1.617376,1.617432
0,8,UGS-21,0.139900,0.140650,1.518362,1.518598
0,8,UGS-22,0.146613,0.145828,1.501112,1.500768
0,8,UGS-23,0.145524,0.145412,1.562774,1.562720
0,8,UGS-24,0.137785,0.138899,1.626814,1.627268
0,8,UGS-25,0.055164,0.055207,1.628048,1.627650
0,8,UGS-26,0.136609,0.136386,1.531618,1.531951
0,8,UGS-27,0.058180,0.058270,1.612260,1.612315
0,8,UGS-28,0.149138,0.148824,1.576751,1.576904
0,8,UGS-29,0.058666,0.059012,1.629575,1.630038
0,8,UGS-3,0.064809,0.064988,1.610879,1.610841
0,8,UGS-4,0.056326,0.056391,1.688742,1.688577
0,8,UGS-5,0.129214,0.128225,1.574234,1.574048
0,8,UGS-6,0.055553,0.055384,1.604376,1.604297
0,8,UGS-7,0.060788,0.061794,1.547407,1.547273
0,8,UGS-8,0.141935,0.142012,1.572311,1.572380
0,8,UGS-9,0.159660,0.159517,1.612204,1.612375
0,9,APC-0,1.348833,1.346604,13.625773,13.626193
0,9,APC-1,0.134964,0.137546,13.966163,13.965718
0,9,APC-2,0.203962,0.204538,13.825007,13.822709
0,9,APC-3,0.203013,0.205563,13.964560,13.961242
0,9,CHQ-1,1.867974,1.876357,17.714100,17.715831
0,9,PLT-0,0.719555,0.756934,13.658884,13.658445
0,9,PLT-1,0.304147,0.449838,13.698811,13.700835
0,9,PLT-10,1.589227,1.551937,14.104394,14.103636
0,9,PLT-11,0.239338,0.338616,14.171214,14.170218
0,9,PLT-2,0.472914,0.549530,13.776687,13.773845
0,9,PLT-3,1.543837,1.510941,14.132994,14.132667
0,9,PLT-4,1.682252,1.637836,14.111108,14.113405
0,9,PLT-5,0.168547,0.168994,14.112206,14.105326
0,9,PLT-6,0.068140,0.068505,14.134137,14.128811
0,9,PLT-7,0.170098,0.172011,14.117537,14.117221
0,9,PLT-8,0.064620,0.064757,14.146272,14.148770
0,9,PLT-9,0.294064,0.463878,14.108846,14.110765
0,9,UGS-0,0.071022,0.070715,1.734939,1.735177
0,9,UGS-1,0.153859,0.153348,1.623963,1.624074
0,9,UGS-10,0.057165,0.057018,1.547439,1.547231
0,9,UGS-11,0.144548,0.143840,1.569651,1.569514
0,9,UGS-12,0.061415,0.061392,1.550501,1.550358
0,9,UGS-13,0.131818,0.132202,1.617622,1.617704
0,9,UGS-14,0.051736,0.051801,1.570885,1.570596
0,9,UGS-15,0.057800,0.057424,1.636728,1.636035
0,9,UGS-16,0.138079,0.138154,1.560849,1.560605
0,9,UGS-2,0.134233,0.135505,1.566484,1.566635
0,9,UGS-20,0.057930,0.058002,1.617094,1.616997
0,9,UGS-21,0.139655,0.140456,1.518592,1.518767
0,9,UGS-22,0.146654,0.146097,1.501031,1.501119
0,9,UGS-23,0.145628,0.145381,1.562706,1.562610
0,9,UGS-24,0.138164,0.138890,1.626810,1.626864
0,9,UGS-25,0.055116,0.055104,1.628685,1.628182
0,9,UGS-26,0.137234,0.136539,1.532407,1.532183
0,9,UGS-27,0.058459,0.058133,1.611943,1.611733
0,9,UGS-28,0.148199,0.148705,1.577433,1.577113
0,9,UGS-29,0.058520,0.058962,1.629406,1.629618
0,9,UGS-3,0.065608,0.065119,1.610620,1.610675
0,9,UGS-4,0.056278,0.056304,1.688540,1.688750
0,9,UGS-5,0.128344,0.128407,1.574738,1.574599
0,9,UGS-6,0.055495,0.055414,1.605245,1.604763
0,9,UGS-7,0.060299,0.061372,1.546700,1.546843
0,9,UGS-8,0.142287,0.142431,1.572431,1.572658
0,9,UGS-9,0.160374,0.159176,1.612477,1.612658
0,10,APC-0,1.346569,1.339969,13.629315,13.629476
0,10,APC-1,0.135057,0.138071,13.964155,13.965947
0,10,APC-2,0.203486,0.204302,13.819939,13.821221
0,10,APC-3,0.203693,0.207733,13.960909,13.962159
0,10,CHQ-1,1.856337,1.881011,17.716164,17.711731
0,10,PLT-0,0.692057,0.718296,13.665322,13.660812
0,10,PLT-1,0.307088,0.473434,13.698400,13.698468
0,10,PLT-10,1.585252,1.562166,14.108880,14.112040
0,10,PLT-11,0.245557,0.356821,14.170528,14.169948
0,10,PLT-2,0.481275,0.546854,13.768011,13.770405
0,10,PLT-3,1.547496,1.476366,14.128472,14.133030
0,10,PLT-4,1.679323,1.636882,14.112093,14.115058
0,10,PLT-5,0.168455,0.169083,14.103731,14.102648
0,10,PLT-6,0.068150,0.068638,14.127563,14.126274
0,10,PLT-7,0.169542,0.171683,14.117405,14.117484
0,10,PLT-8,0.064080,0.064671,14.150110,14.151170
0,10,PLT-9,0.282496,0.326112,14.107863,14.108725
0,10,UGS-0,0.070552,0.070564,1.735403,1.735305
0,10,UGS-1,0.153175,0.153487,1.624470,1.624395
0,10,UGS-10,0.057522,0.056849,1.547300,1.547489
0,10,UGS-11,0.144797,0.143132,1.570290,1.569854
0,10,UGS-12,0.061461,0.061326,1.550486,1.550263
0,10,UGS-13,0.132142,0.133017,1.617667,1.617947
0,10,UGS-14,0.051557,0.051654,1.570515,1.570748
0,10,UGS-15,0.057920,0.057286,1.635623,1.636315
